ID,Sentence1,Sentence2,Class
12338,Roger Kirk was born in East London and educated and brought up in Norfolk .,Roger Kirk was born in Norfolk and grew up in East London and educated .,0
12339,Emma 's brother William and her two sisters Jemima Thomasina and Sarah belonged to the Weeden family .,"The Weeden family included Sarah 's brother William , and her two sisters Jemima Thomasina and Emma .",0
12340,Early industries in Hughesville were built to serve farmers and citizens of the Eastern Lycoming County .,Early industries in Lycoming County were built to serve the farmers and citizens of eastern Hughesville .,0
12341,"The eldest son of Colonel Henry Lyell and Katharine Murray Lyell , was a nephew of Sir Charles Lyell , 1st Baronet , the geologist .","The eldest son of Colonel Henry Lyell and Katharine Murray Lyell , he was a nephew of Sir Charles Lyell , 1st Baronet , the geologist .",1
12342,J. Chlor - Radical -- Free chlorine in the atmosphere also reacts with methane .,J. Chlorine radical -- Free chlorine in the atmosphere also reacts with methane .,1
12343,It followed MacPaint and was a competitor to Silicon Beach Software 's SuperPaint .,It was followed by MacPaint and a competitor to Silicon Beach Software SuperPaint .,1
12344,"In 1824 , Richard Grainger was assigned by John Dobson to produce designs for the Old Eldon Square .",In 1824 John Dobson was commissioned by Richard Grainger to produce designs for Old Eldon Square .,0
12345,"Cob Cobian Backup was a free , donation-supported backup software for Microsoft Windows , written by Luis Cobian of Umeå University , Delphi .","Cobian Backup was a free , donation-supported backup software for Microsoft Windows . It is written in Delphi by Luis Cobian of Umeå University .",1
12346,"He is a fan of his home city , Dallas Cowboys , while his twin brother is a fan of the rival Philadelphia Eagles .",He is a fan of his hometown Philadelphia Eagles while his twin brother is a fan of the rival Dallas Cowboys .,0
12347,Can Manchester United win the BPL title this year?,Will manchester united win the league this year?,1
12348,Whereas '' e `` the magnetic charge of the particle and A is the electric vector potential of the electromagnetic field .,Whereas '' e `` the electric charge of the particle and A is the magnetic vector potential of the electromagnetic field .,0
12349,The main plains of the prefecture is plain of Pozar in the north and the vast plain of Giannitsà in the southeastern part of the county .,The main plain of the prefecture is the plain of Pozar in the north and the extensive plain of Giannitsà in the southeastern part of the county .,1
12350,A multiverse is a collection of alternative universes with universal nature and a similar hierarchy .,A multiverse is a collection of alternative universes with similar nature and a universal hierarchy .,0
12351,"In `` The Guardian '' in 2006 , Stanage argued in contrast to George Monbiot , who had written that the Iraqi insurgency was comparable to the IRA :","In `` The Guardian '' of 2006 , George Monbiot argued in contrast to Stanage , who had written that the Iraqi insurgency was comparable to the IRA .",0
12352,Tindi is an Northeast Russian language spoken in the Caucasian republic of Dagestan .,Tindi is a northeast Caucasian language spoken in the Russian Republic of Dagestan .,0
12353,Why are the CBSE improvement exams forms not available yet?,When will the CBSE improvement exams forms be out?,0
12354,"In 1995 , she received her first Takarazuka Bow Hall Show ( `` Grand Shanghai '' ) and the second in 1997 ( `` Wuthering Heights '' ) .","In 1995 , she received her second Takarazuka Bow Hall Show ( `` Grand Shanghai '' ) and the first `` Wuthering Heights '' in 1997 .",0
12355,"From 1973 to 2015 , Marian Schreier was Mayor of Tengen , his successor is Helmut Groß .",From 1973 to 2015 Helmut Groß was the mayor of Tengen . His successor is Marian Schreier .,0
12356,"Mumba Malila , however , removed Kunda from the position of Prosecutor General and appointed Mwanawasa in 2006 , while Kunda left his position with the Minister of Justice .","However , Mwanawasa removed Kunda from the position of Attorney General and appointed Mumba Malila in 2006 , while leaving Kunda with his position as Minister of Justice .",0
12357,What are the Hollywood movies that are a must watch?,What are some of the best Hollywood movies to watch?,1
12358,The New Zealand Rugby - League - Tour of 1913 New Zealand was a tour through the national rugby league - team of Australia .,The New Zealand Rugby - League - Tour of 1913 Australia was a tour of the New Zealand rugby national team .,0
12359,"The childhood of Berkeley was spent in Warwickshire , where he was a student of the translator Philemon Holland of Coventry and Henry Ashwood .","Berkeley 's childhood was spent in Coventry , where he was a pupil of the translator , Philemon Holland of Warwickshire , and of Henry Ashwood .",0
12360,"The Oxford English Dictionary cites Hoccleve as one of the modern users of the term `` slut '' in its modern sense , although not in its original spelling .","The Oxford English Dictionary cites Hoccleve as one of the modern users of the term `` slut '' in its modern sense , though not in its initial spelling .",1
12361,The mutated boss for herosits is a rejected final clone of Pollux .,The final boss for Heroside is a rejected mutated clone of Pollux .,0
12362,"The mesoscopic weighting function at wavelength formula _ 1 can be written as the weighted sum ,",The weighted weighting function at the wavelength formula 1 can be written as a mesoscopic amount .,0
12363,"In the 1990s , both Kyle Junior and his brother Brandon Miller played Junior Lacrosse for Orangeville Northmen Jr. A .",Kyle and his brother Brandon Miller both played junior lacrosse for the Orangeville Northmen Jr. A in the 1990s .,1
12364,Victor is approximately 10 miles north-east of Bloomington and 8 miles south-east of Harrodsburg at the junction of W. Milton Road and S. Victor Pike .,is approximately 10 miles southeast of Bloomington and 8 miles northeast of Harrodsburg at the crossing of W. Milton Road and S. Victor Pike .,0
12365,"Henny Trylesinski , also known as Henny Trayles ( Hamburg , 4 June 1937 ) is a German-born Uruguayan actress and comedian who lives in Argentina .","Henny Trylesinski , also known as Henny Trayles ( Argentina , June 4 , 1937 ) , is a Uruguayan - born German actress and comedian who lives in Hamburg .",0
12366,"The Nokasippi River , the Mississippi River and the Little Nokasippi River are all in the area .","The Nokasippi River , the Mississippi River , and the Little Nokasippi River are all in the vicinity .",1
12367,"The political status of Alsace has been heavily influenced by historical decisions , wars , and strategic politics .","The historical status of Alsace was heavily influenced by strategic decisions , wars , and political politics .",0
12368,The dominant market is the direct distribution and retail network for American comic books .,The direct market is the dominant distribution and retail network for American comics - books .,0
12369,"According to the United States Census Bureau , the district is a total area of , of which has land and ( 0.0 % ) of which is water .","According to the United States Census Bureau , the district has a total area , of which land and ( 0.0 % ) of it is water .",1
12370,"In 1884 , as assistant to Nicolaier in Göttingen , Carl Flügge discovered the bacterium Clostridium tetani , which causes Tetanus .","As an assistant to Carl Flügge in Göttingen , Nicolaier discovered Clostridium tetani , the bacterium that causes tetanus , in 1884 .",0
12371,Muczne was in Poland in the former administrative division of the Krosno Voivodeship ( 1975-1998 ) .,"In the former administrative division of Krosno Voivodeship ( 1975-1998 ) , Muczne was situated in Poland .",1
12372,What are the 10 life lessons you learned in military?,What life lessons do you learn before the age of 10?,0
12373,What are some dumb things that pets do?,Is keeping a pet right or wrong?,0
12374,Touche was the first son of the third baronet of the 1920 's Creation .,Touche was the first son of the third Baronet of the 1920 creation .,1
12375,Edward J. McKenna was a professional baseball player who played for the Washington National Association of Union in 1884 in 32 games .,Edward J. McKenna was a professional baseball player who played for the 1884 Union Association of the Washington National in 32 matches .,0
12376,He now describes his view as '' non-reductive but comprehensive naturalism `` .,He now describes his view as `` a comprehensive but non-reductive naturalism '' .,0
12377,"Next Monday at about 2 p.m. (CST), hospital officials in and near Chicago will notice a sudden increase in people complaining of flu-like symptoms.","Around the same time, hospital officials in and near Chicago will notice a sudden increase in people complaining of flu-like symptoms.
",1
12378,In April 1916 a large number of Serbian troops were transported in British and French naval vessels from Corfu to mainland Greece .,"In April 1916 , a large number of Serbian troops were transported from Greece to mainland Corfu in British and French sea-going vessels .",0
12379,"The front row allows characters to perform powerful melee attacks while the back row is for ranged attacks , which may be either arches or spells .","The back row allows characters to perform powerful melee attacks , while the front row is for ranged attacks , which can be either bows or magic spells .",0
12380,Worcestershire is a city and county town of Worcester in England .,Worcester is a city and county of the town of Worcestershire in England .,0
12381,He lived for twenty years in San Antonio and returned to New York City in May 2005 .,He lived in New York City for twenty years and returned in May 2005 to San Antonio .,0
12382,"In the circulated materials such as the Red Bus Airplay Calculation , EMI is still referred as Gold Label Entertainment .","In the circulated materials , such as the Red Bus Airplay calculation , EMI is still referred to as Gold Label Entertainment .",1
12383,"His parents are Wendy Abrahamsen , who grew up a Yankees fan in Hyde Park , New York , and Ernie Gordon .","His parents are Wendy Abrahamsen , who grew up as a Yankees fan in Hyde Park , New York , and Ernie Gordon .",1
12384,Fort Paull is the location of the last remaining complete Blackburn Beverley heavy transport aircraft .,Fort Paull is the location of the last remaining heavy Blackburn Beverley transport aircraft .,0
12385,"The Astors settled in North America , first appearing in Germany in the 18th century with John Jacob Astor , one of the richest people in history .","The astors settled in North America , appearing for the first time in the eighteenth century with John Jacob Astor , one of the richest people in history , in Germany .",1
12386,Ganj Basoda is a town in the Indian state of Madhya Pradesh near Udaipur .,Ganj Basoda is a city in the Indian state of Madhya Pradesh near Udaipur .,1
12387,"Indeed , the two terms are now also used in other parts of the country .","Indeed , the two terms are now also being used in other parts of the country .",1
12388,"During the second Turkish war ( 1787-92 ) , after Alexander Suvorov , Repnin was the most successful of Russian commanders .","During the second Turkish war ( 1787-92 ) Repnin was , after Alexander Suvorov , the most successful of the Russian commanders .",1
12389,"Based on the city of Baltimore , only mentioned , never visited in the show .","Based on the city of Baltimore , never visited , mentioned only in the show .",1
12390,"Binary fluorides of metalloids and p- block nonmetals are generally covalent and volatile , with varying reactivities . Period 3 and heavier nonmetals can form hypervalent fluorides .","Binary fluorides of metalloids and p- block - nonmetals are generally hypervalent , with varying reactivities , period 3 and heavier non-metals can form covalent and volatile fluorides .",0
12391,"Branksome is a suburb of Poole in Dorset , England . The area consists of commercial and industrial properties and a number of residential areas .","Branksome is a suburb of Poole in Dorset , England . The area consists of commercial and industrial properties and also a number of residential areas .",1
12392,Which areas in Lucknow have least power cuts?,Why are there so many power cuts in India?,0
12393,He is also the second cousin of Lauren Waters who has played Georgina Hagen in `` Britannia High '' .,"He is , also , the second cousin of Georgina Hagen , who played Lauren Waters in `` Britannia High '' .",0
12394,How can I put a home icon on Android Chrome browser?,Who are section traffic controller in Indian railways?,0
12395,"When the fruit is ripe , it appears orange-brown and tastes sweet .",When ripe the fruit tastes sweet-brown and appears orange .,0
12396,"Despite the advantages of the mini effects , FAB effects are more fragile . The Mini effects are less common , but the plastic construction makes them expensive .","Despite the advantages of mini effects , FAB effects are more fragile : the mini effects are less common , but the plastic construction makes them expensive .",1
12397,"He recorded two tracks for the album `` Juju '' with Bobby Tench 's band Gass ; a solo single and another with Nigel Watson , sessions with B .","He accepted two tracks for the album `` Juju '' with Bobby Tench 's band Gass , a solo single and another with Nigel Watson , sessions with B .",0
12398,He worked as a glassmaker and performed on various musical instruments with many different bands .,He appeared as a glassmaker and worked with many different bands on various musical instruments .,0
12399,What's so bad about women showing their bra straps?,Why do people consider showing bra straps such a bad thing?,1
12400,Coopers Plains train station on the south coast railway line ( now the Beenleigh line ) opened in 1885 .,Coopers Plains railway station on the Beenleigh railway line ( now the South Coast line ) opened in 1885 .,0
12401,"With the restoration of the monarchy and the final departure of Napoleon in 1815 , the military scene in Europe became more calm and French interest in Vietnam was revived .","With the restoration of the monarchy and the final departure of Napoleon in 1815 , the military scene calmed in Vietnam , and French interest in Europe was revived .",0
12402,"But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.","Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic, the southeastern Bahamas and the Turks and Caicos islands.
",1
12403,The system moved on October 16 at 0600 UTC west and happened north of Guam near Saipan .,The system moved on October 16 around UTC 0600 to the west and passed north of Saipan near Guam .,0
12404,But the Foreign Affairs Committee yesterday cleared Blair's cabinet of that accusation.,"In its report, the foreign affairs committee absolved Mr. Blair of charges of doctoring intelligence.
",1
12405,How should I improve my writing skill for blogging?,How do I get better at writing or blogging?,1
12406,"Born in Retford , Nottinghamshire , as a boy he moved south to the Wiseton Estate , near Gosforth , Northumberland when his father found work there .","Born in Retford , Nottinghamshire , he moved as a boy to Wiseton Estate , near Gosforth , Northumberland , when his father found jobs there .",1
12407,NOA can also be used in the calculation of the discounted cash flow ( FCF ) and therefore the free cash flow model .,NOA can also be used in the calculation of free cash flow ( FCF ) and hence in the discounted cash flow model .,0
12408,"Abolitionists rose to the defense of Ellen and William Craft in 1850 , Shadrach Minkins in 1851 , and Anthony Burns in 1854 .","Abolitionists rose in 1850 to defend Ellen and William Craft , Shadrach Minkins in 1851 , and Anthony Burns in 1854 .",1
12409,Is African American a race or ethnicity?,With an African American holding the world's most powerful Job POTUS. Does the world look at African Americans differently in that with hard work and opportunity we are just as good as any other race/ethnic group of people?,0
12410,"This sometimes could produce a surprise when from a perfect stock Dutch Cropper , a good Pomeranian Pouter is hatched .",This could sometimes cause a surprise when a good Pomeranian pouter is hatched from a perfect Dutch cropper .,1
12411,"He left Loughrea , County Galway after ordination for the Diocese of Clonfert in 1895 , and was appointed as a Roman Catholic priest to Maynooth between 1896 and 1904 .","He left Maynooth after the consecration to the Diocese of Clonfert in 1895 and was appointed between 1896 and 1904 as a Roman Catholic priest to Loughrea , County Galway .",0
12412,"Sacramento is located between Fair Oaks and Folsom ( 38.651254 , -121.259279 ) .","Sacramento is located at ( 38.651254 , -121.259279 ) , between Fair Oaks and Folsom .",1
12413,"Following the takeover of the Nazi regime in 1936 , he was forced to withdraw as a citizen of evangelical faith with Jewish ancestors .","After the takeover of the Nazi regime , he was forced to retire in 1936 , as a citizen of Jewish faith with evangelical ancestors .",0
12414,"In 1915 , Britain introduced conscription , a crisis meeting of the London branch of Irish volunteers was held at his home in East Dulwich to discuss conscription .","In 1915 , Britain introduced conscription ; a crisis meeting of the London branch of the Irish volunteers was held at his home in east Dulwich to discuss conscription .",1
12415,The joint management of the memorial by the United States Navy and the National Park Service was founded on 9 September 1980 .,"The joint administration of the memorial by the National Park Service and the United States Navy was established on September 9 , 1980 .",1
12416,"Skrillex cites influences such as Rusko , Reso , Zomboy and Bare Noize . He studied Music Production at the Academy of Contemporary Music in Guildford .","Zomboy cites influences such as Skrillex , Reso , Rusko and Bare Noize and studied music production at the Academy of Contemporary Music in Guildford .",0
12417,Most of the series produced by CBS before 1976 or distributed by CBS films were later distributed by Viacom and Paramount Television .,Most of the series produced by CBS films or distributed by Paramount Television before 1976 were later distributed by Viacom and CBS .,0
12418,This study also found a greater activation of the left amygdala in men and the right-wing amygdala in women .,This study also found greater activation of the left amygdala in men and the right amygdala in women .,1
12419,The Bohotin River is a tributary of the Bazga River in Romania .,The river Bazga is a tributary of the Bohotin River in Romania .,0
12420,The change was still in the air in 1969 and T. and R. Smith was taken over by J. N. Nichols ( Vimto ) from Manchester .,The change was still in the air in 1969 and T. and J. N. Nichol was taken over by R. Smith ( Vimto ) from Manchester .,0
12421,"At the end of the Panthers next possession , Chavis Williams blocked a Brandon Gibson punt that was returned 22-yards for a touchdown by Bo Schlechter .","At the end of the next owner of the Panthers , Chavis Williams blocked a Brandon Gibson - Punt that was returned for a touchdown by Bo Schlechter 22-Yards .",1
12422,At the same time Klaus Elena meets and asks Elena and Stefan to go with him so that they can start the ritual that will break the curse .,"At the same time , Klaus meets Elena and asks Elena and Stefan to go with him so they can start the ritual that will break the curse .",0
12423,There is also an isolated narrow-gauge railway operating from Port Lincoln to Ceduna on the Eyre Peninsula .,There is also an isolated narrow gauge railway operating on the Eyre Peninsula from Ceduna to Port Lincoln .,0
12424,"Have you ever found someone you liked on Quora, followed them, then gone and read and ""Liked"" a huge amount of their posts, only to feel like a creep?",Why is Imo shows a contact or person which is not in my phone contact list?,0
12425,Why in India armed forces are given more respect than paramilitary forces?,How can one join paramilitary forces in India?,0
12426,How do I stop thinking of something?,How do i stop thinking about someone?,1
12427,Dr. Carter worked for several months in Africa and remains at the AIDS clinic in Kem .,Dr. Carter remains in Africa for several months and works in the Kem AIDS clinic .,0
12428,"Professor Hermon-Taylor adds, An unexpected finding of the research showed that patients suffering with Irritable Bowel Syndrome (IBS) were also infected with the MAP bug.","Hermon-Taylor said an unexpected finding of the research showed that patients suffering from irritable bowel syndrome (IBS) may also be infected with MAP.
",1
12429,"However, several ministers from more developed APEC economies have said failure to fight terror will be a cost in itself.","More developed APEC members say failure to fight terror will be a cost in itself.
",1
12430,The Rebricea River is a tributary of the Cocora River in Romania .,The Rebricea River is a tributary of Cocora River in Romania .,1
12431,Am I dumb if I never have to think much?,Am I dumb? ,0
12432,"Constantine Giannaris ( born 1959 in Athens ) is a Greek film director , screenwriter , and actor .","Constantinos Giannaris , also Constantine Giannaris ( ; born 1959 in Athens ) , is a Greek film director , screenwriter and actor .",1
12433,She was commissioned to the Royal Navy and took over as HMS `` Tattoo '' on 26 October 1943 .,It was transferred to the Royal Navy and commissioned as HMS `` Tattoo '' on 26 October 1943 .,0
12434,"Siyin , however , is official , and Sizang is Local Terminology",However the term Siyin is local and Sizang is official terminology .,0
12435,Most of them are humanoids with red skin and light purple eyes .,Most of them are humanoids with a light purple skin and red eyes .,0
12436,How can someone move one eye without the other?,Why do I see things blurred with one eye and I see ok with the other?,0
12437,"In 2015 , he also serves as an emeritus professor and is now a Honorary Associate Professor at the Hong Kong Institute for Teacher Education .","In 2015 , also serves as Professor Emeritus . He is now recognized as an Honorary Associate Professor at the Hong Kong Institute for Teacher Education .",1
12438,"On June 30 , 2016 , Infante agreed to a minor league deal with the Braves . He was released by the Atlanta Braves on August 16 , 2016 .","On June 30 , 2016 , Infante agreed to a Minor League Deal with the Braves and was released from the Atlanta Braves on August 16 , 2016 .",1
12439,"Before 2017 the municipality was located in the district of Disentis des districts Surselva , after 2017 it was part of the region Surselva .","Before 2017 , the municipality was located in the Surselva sub-district of the Disentis district , after 2017 it was part of the Surselva Region .",0
12440,The species was first formally described in 1856 by James Drummond in `` Prodromus Systematis Naturalis Regni Vegetabilis '' out of material by Carl Meissner .,This species was first formally described in 1856 by Carl Meissner in `` Prodromus Systematis Naturalis Regni Vegetabilis '' from material by James Drummond .,0
12441,The river Valea Voenilor is a tributary of the river Pascu .,The Pascu River is a tributary of the river Valea Voenilor .,0
12442,"Band members include Peter Hicks ( Lead - Vocals , Sitar ) , Chris Hale ( Acoustics - Guitar , Sitar ) and Travis McAfee ( Bass ) .","Band members include Chris Hale ( Lead - Vocals , Sitar ) , Peter Hicks ( Acoustics - Guitar , Sitar ) and Travis McAfee ( Bass ) .",0
12443,"In Waynesburg , it collects a short stream , known as Little Sandy Creek .",At Waynesburg it collects a short stream known as Little Sandy Creek .,1
12444,"On election night , Rauschenberger defeated Noland by 585 votes .","On the election night , Rauschenberger Noland defeated by 585 votes .",0
12445,"According to the United States Census Bureau , Kennesaw is a total area of , of which is land and or 1.08 % , has water .","According to the United States Census Bureau , Kennesaw is a total area of which is land and 1.08 % has water .",1
12446,Michael Michael Liebel Sen was 14 years old when his parents came from Erie to Pennsylvania to Germany .,"Michael Michael Liebel senior was 14 years old when his parents came from Germany to Erie , Pennsylvania .",0
12447,"Birkenhead Wharf is located close to the Birkenhead Point Factory Outlet Centre and adjacent to Iron Cove Bridge , which is about a minute walk away .","Birkenhead Wharf is next to Iron Cove Bridge and close to the Birkenhead Point Factory Outlet Centre , which is about a minute 's walk away .",0
12448,"In addition to natural insemination by rams , artificial insemination and embryo transfers have been used in sheep breeding programs for many years in Australia and New Zealand .","In addition to natural insemination by rams , artificial insemination and embryo transfers in sheep breeding programmes have been in use in Australia and New Zealand for many years .",1
12449,Pakistan made one change in the team that played the Second Test ; Intikhab Alam replaced Alimuddin .,A change in the team that played the second test was made Pakistan : Alimuddin replaced Intikhab Alam .,0
12450,"The returning Isaac Fontaine , who last played with Sta.Lucia three years ago , replaces Carrawell .","The returning Carrawell , who played with Sta.Lucia for the last time three years ago , replaces Isaac Fontaine .",0
12451,"The track remains one of two tracks that Brant also co-wrote , the other track was ever from the same album , titled `` This Time Around '' .","The track remains one of two tracks that Brant ever co-wrote , the other track also comes from the same album , entitled `` This Time Around '' .",0
12452,"The portner kept the grocery store , and Recker focused on expanding the brewery .",Recker kept the grocery store and Portner focused on expanding the brewery .,0
12453,What does Donald Trump think about Israel?,Why doesn't Donald Trump take a position about Israel?,0
12454,The Edmonton Oilers became the first NHL team in Alberta when they were absorbed by the National Hockey League than the WHA folds .,The Edmonton Oilers were the first National Hockey League team in Alberta when they were absorbed by the NHL as the WHA Fold .,1
12455,Many residents of Ottawa continued to use the historic names of these geographically separate facilities .,Many residents of Ottawa continued to use the separate names of these geographically historic institutions .,0
12456,What is best opinion sharing app?,Which is best opinions sharing app?,1
12457,"In 1859 , Elizabeth died and William died the following year .",Elizabeth died in 1859 and William died the following year .,1
12458,The clock mechanism was installed in 1695 and today 's works were replaced in 1792 .,The clock 's mechanism was replaced in 1695 and the present works were installed in 1792 .,0
12459,"Important French cemeteries include Châtenay and Lingolsheim ( Alsace ) , and an unusual earthwork was constructed in Goloring near Koblenz ( Germany ) .",Important French cemeteries include Goloring and Lingolsheim ( Alsace ) . An unusual earthwork was constructed at Châtenay near Koblenz in Germany .,0
12460,The Toronto Maple Leafs were defeated 4 games to 2 against the Norris Division winning Detroit Red Wings .,The Toronto Maple Leafs were defeated 4 games to 2 Detroit Red Wings won against the Norris Division .,1
12461,"Morgan explodes an sets Chang on fire , where he arrives along with the explosives on board the train .",Morgan explodes and sets Chang on fire where he arrives on board the train along with the explosives .,1
12462,"The Nette is a left river in Rhineland-Palatinate , Germany , a small tributary of the Rhine .","The Nette is a left river in Rhineland-Palatinate , a small tributary of the Rhine .",1
12463,What is your most prized possession in your closet?,What is your prized possession and why?,1
12464,"Samuel J. Tilden House is located on the south side of Gramercy Park , opposite the park overlooking the Gramercy Park South between Irving Place and Gramercy Park West .","The Samuel J. Tilden House is located on the south side of Gramercy Park South , facing the park across Gramercy Park between Irving Place and Gramercy Park West .",0
12465,Kuzmice is a village and municipality in the region of Košice in the district of Trebišov in eastern Slovakia .,Kuzmice is a village and municipality in the district of Trebišov in the region of Košice in eastern Slovakia .,0
12466,Instead the Melkite Church consists of Arab Catholics and its Byzantine Rite liturgy is celebrated in Arabic .,"Instead , the Melkite church consists of Arab Catholics , and its liturgy of Byzantine rite is celebrated in Arabic .",1
12467,It is distributed from China to Siberia and found in dry slopes or rocky places .,It is distributed from China to Siberia and found growing in dry slopes or rocky places .,1
12468,"Soulié de Morant worked for several years in the French diplomatic corps in China , where he was French consul in several Chinese cities .","Soulié de Morant served several years in the French diplomatic corps in China , where he worked as French consul in several Chinese cities .",1
12469,Professor Chaim has functional contributions to relevant analysis .,Professor Chaim has made relevant contributions to functional analysis .,0
12470,The word nanosecond is formed by the prefix `` nano '' and the second is a basic unit of time or one sixtieth of the second .,The word nanosecond is formed by the prefix `` nano '' and the basis is a second second unit of time or a sixtieth of a second .,0
12471,"She was baptized in Edworth near Biggleswade and was born in 1652 , and her parents were John and Mary Beaumont of Pirton .",Beaumont was baptised in Edworth near Biggleswade and she was born in 1652 . Her parents were John and Mary Beaumont of Pirton .,1
12472,"Bergamo railway station is connected with regional trains operated by Trenord to Milan , Lecco , Cremona , Treviglio , Brescia and Monza .","Bergamo railway station is connected to Milan , Lecco , Cremona , Treviglio , Brescia and Monza with regional trains operated by Trenord .",1
12473,"The city is located northeast of Gaza - city and Mediterranean , west of Amman , Jordan , southeast of Tel Aviv , Israel and south of Jerusalem .","The city is located south of Gaza - town and the Mediterranean Sea , northeast of Amman , Jordan , southeast of Tel Aviv , Israel and west of Jerusalem .",0
12474,"It is bordered by Kariobangi and Dandora to the east , Moi Air Base to the south , Mathare to the north and Eastleigh to the west .","It borders Kariobangi and Dandora to the east , Eastleigh to the south , Mathare to the north and Moi Air Base to the west .",0
12475,Pyrgus alpinus is a butterfly of the family Hesperiidae . It is found from Ghissar to northern India and western China .,Pyrgus alpinus is a butterfly of the Hesperiidae family . It comes from Ghissar to Western China and northern India .,1
12476,A systematic study of category theory then allows us to prove mathematical results about any of these types of general structures from the axioms of a category .,A systematic study of category theory then allows us to prove mathematical results about all these types of general structures from the axioms of a category .,1
12477,"Daniela Castro Arellano ( born August 17 , 1966 in Mexico City , Mexico , born Daniela Castro ) is a Mexican - Irish actress and vocalist .","Daniela Castro ( born Daniela Castro Arellano on August 17 , 1966 in Mexico , City , Mexico ) is a Mexican Irish actress and singer .",0
12478,Can anyone prove that you need relativity to make GPS work?,Why wouldn't GPS work without correcting for effects due to Einstein's theory of relativity?,0
12479,She appeared in federal court there Monday and was expected to be transferred to Houston in two weeks.,"Holloway surrendered in Cleveland on Friday and was expected to be transferred to Houston in two weeks.
",0
12480,"Iaquinta faced Mitch Clarke at UFC 173 on May 24 , 2014 .",Mitch Clarke opposed Iaquinta on 24 May 2014 at UFC 173 .,0
12481,Is sex addiction a reality?,Is sex addiction a real thing?,1
12482,"He struck Kakhaber Zhvania , but lost the final to Andrey Balanov .",He beat Andrey Balanov but lost the final to Kakhaber Zhvania .,0
12483,The shortest remaining time is short because advantageous processes are handled very quickly .,Shortest remaining time is advantageous because short processes are handled very quickly .,0
12484,Alfred Gregson ( 2 March 1889 -- March 1968 ) was an English professional football inside left who played in the Football League for Grimsby Town and Bury .,"Alfred Gregson ( March 2 , 1889 - March 1968 ) was an English professional football player who played for Grimsby Town and Bury in the Football League .",1
12485,Lake Georgetown is also a source of drinking water for Georgetown and the nearby town of Round Rock .,Georgetown is also a source of drinking water for Lake Georgetown and the nearby city of Round Rock .,0
12486,"Another new bridge was built by Neak Leung at Phnom Penh to the Ho Chi Minh Highway 1 with Japanese government assistance , and opened in 2015 .","Another new bridge was built at Phnom Penh on the Neak Leung to Ho Chi Minh Highway 1 with Japanese government assistance , and opened in 2015 .",0
12487,"The Velar - Ejective is a kind of consonantal sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which is this sound .","The velar ejective is a type of consonantal sound , used in some spoken languages . The symbol in the International Phonetic Alphabet that represents this sound is .",1
12488,"It was commissioned by the governor of Rome , Ludovico Spada Veralli Potenziani , who had been directed by Mussolini to manage the Capital .","It was led by the Governor of Rome , Ludovico Spada Veralli Potenziani , who had been commissioned by Mussolini to run the capital .",0
12489,"Fil de Cassons ( also known as `` Cassonsgrat '' ) is a mountain in the Glarus Alps , located near Graubünden , Switzerland in the canton of Flims .","Fil Fil de Cassons ( also known as the `` Cassonsgrat '' ) is a mountain in the Glarus Alps , near Flims in the Canton of Graubünden , Switzerland .",0
12490,"In December 2010 , United Investors Life sold Torchmark to Birmingham , Alabama-based Protective Life Corporation .","In December 2010 , Torchmark United Investors Life sold to Birmingham ( Alabama ) , Protective Life Corporation .",0
12491,How do I delete messages on snapchat that the other person has saved?,Does deleting my Snapchat account get rid of saved (tapped) messages in the other person's chat?,0
12492,"However , species such as '' T. eurycephalus '' had a lower rostrum and a shorter skull .","However , species such as '' T. eurycephalus '' had a shorter rostrum and a lower skull .",0
12493,The SCLC went through a progressive phase which manifested itself as strong support for the radical coalition .,"The SCLC went through a radical phase , manifesting itself as strong support for the progressive coalition .",0
12494,"Felipe Calderón inaugurated a boulevard in Tijuana , Baja California called `` José Francisco Blake Mora '' on 11 October 2012 .","On 11 October 2012 , José Francisco Blake Mora inaugurated a boulevard in Tijuana , Baja California , named `` Felipe Calderón '' .",0
12495,that was updated in February 2011 . Each report contains data for the previous completed school year. ``,"Each report , which was completed in February 2011 , contains data for the school year that is updated .",0
12496,The situation is complicated when Bob 's Chief Stellan ( Matthew Lillard ) falls in love with Cathy .,The situation is complicated when Bob 's boss Stellan ( Matthew Lillard ) falls in love with Cathy .,1
12497,Brian Packham has also appeared in Coronation Street as Peter .,Brian Brian Packham has also appeared in Coronation Street as Peter .,1
12498,What is the Milky way?,What is behind the Milky Way?,0
12499,"James the Fat would never return to his native Scotland , he remained in exile in Scotland until his death , his widowed mother and sister in Ireland .","James the Fat would never return to his native Scotland , he remained in exile until his death in Ireland , his widowed mother and sister remained in Scotland .",0
12500,"Which would you choose, Company brand or job profile?",I have to choose between two jobs - a government job and an IT job from a product company. Which one should I choose?,0
12501,"Director Albert Pyun , who had previously worked at Cannon , was brought on board and started with the Tolkin script that originally worked at Cannon .","Albert Pyun , who had previously worked with Cannon , was brought on board and started with the Tolkin script that originally worked at Cannon .",1
12502,"In March 1992 , Manser wrote another letter to Mahathir .",Manser Mahathir wrote another letter in March 1992 .,0
