text,aspectCategory,polarity,tokens
I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,anecdotes/miscellaneous,positive,"[""I've"", 'been', 'eating', 'at', 'Taj', 'Mahal', 'for', 'over', 'twenty', 'years', 'and', 'have', 'found', 'them', 'to', 'be', 'the', 'most', 'excellent', 'of', 'the', 'Indian', 'eateries', 'on', 'this', 'block', 'of', 'Indian', 'restaurants.']"
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",service,positive,"['night', 'without', 'a', 'reservation,', 'we', 'had', 'to', 'wait', 'at', 'the', 'bar', 'for', 'a', 'little', 'while,', 'but', 'the', 'manager', 'was', 'so', 'nice', 'and', 'made', 'our', 'wait', 'a', 'great', 'experience.']"
Try the green curry!!!,food,positive,"['Try', 'the', 'green', 'curry!!!']"
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,food,positive,"['We', 'had', 'the', 'scallops', 'as', 'an', 'appetizer', 'and', 'they', 'were', 'delicious', 'and', 'the', 'sauce', 'was', 'wonderful.']"
We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive,"['We', 'were', 'also', 'seated', 'promptly', 'at', 'the', 'time', 'of', 'our', 'reservation', 'and', 'the', 'service', 'was', 'very', 'quick', 'and', 'professional.']"
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",food,positive,"['You', 'rarely', 'have', 'to', 'wait', 'for', 'a', 'seat', 'and', 'the', 'currys', '(masaman,', 'green,', 'red)', 'are', 'full', 'of', 'flavor', 'and', 'come', 'super', 'spicy', 'if', 'you', 'ask', 'for', 'it.']"
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",service,positive,"['You', 'rarely', 'have', 'to', 'wait', 'for', 'a', 'seat', 'and', 'the', 'currys', '(masaman,', 'green,', 'red)', 'are', 'full', 'of', 'flavor', 'and', 'come', 'super', 'spicy', 'if', 'you', 'ask', 'for', 'it.']"
The food there are sastifying.,food,positive,"['The', 'food', 'there', 'are', 'sastifying.']"
I highly recommend to anyone to give this place a try.,anecdotes/miscellaneous,positive,"['I', 'highly', 'recommend', 'to', 'anyone', 'to', 'give', 'this', 'place', 'a', 'try.']"
I highly recommend visiting this restaurant and having dinner and drinks!,anecdotes/miscellaneous,positive,"['I', 'highly', 'recommend', 'visiting', 'this', 'restaurant', 'and', 'having', 'dinner', 'and', 'drinks!']"
I highly recommend visiting this restaurant and having dinner and drinks!,food,positive,"['I', 'highly', 'recommend', 'visiting', 'this', 'restaurant', 'and', 'having', 'dinner', 'and', 'drinks!']"
The bar is very well stocked with interesting beers and well priced wines.,food,positive,"['The', 'bar', 'is', 'very', 'well', 'stocked', 'with', 'interesting', 'beers', 'and', 'well', 'priced', 'wines.']"
I agree.,anecdotes/miscellaneous,neutral,"['I', 'agree.']"
"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",anecdotes/miscellaneous,negative,"['Last', 'memorial', 'day,', 'I', 'tried', 'to', 'make', 'reservations', 'but', 'was', 'told', 'they', 'were', 'closed', 'that', 'weekend', '(interesting,', 'but...).']"
"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",service,negative,"['Last', 'memorial', 'day,', 'I', 'tried', 'to', 'make', 'reservations', 'but', 'was', 'told', 'they', 'were', 'closed', 'that', 'weekend', '(interesting,', 'but...).']"
The food was good.,food,positive,"['The', 'food', 'was', 'good.']"
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",food,positive,"['Great', 'wine', 'selection,', 'Gigondas', 'is', 'worth', 'the', 'price,', 'and', 'the', 'house', 'champagne', 'is', 'a', 'great', 'value.']"
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",ambience,negative,"['at', 'night,', 'but', ""it's"", 'hard', 'to', 'hear', 'your', 'own', 'conversation', 'with', 'everyone', 'else', 'competing', 'for', 'that', 'same', 'luxury', '-', 'the', 'music', 'playing', 'in', 'the', 'background', 'is', 'also', 'voluminous.']"
It just wasn't Thai.,anecdotes/miscellaneous,negative,"['It', 'just', ""wasn't"", 'Thai.']"
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,food,positive,"['I', 'have', 'enjoyed', 'everything', 'I', 'have', 'ever', 'gotten', 'and', 'the', 'fish', 'is', 'so', 'fresh', 'and', 'always', 'prepared', 'in', 'a', 'great', 'way.']"
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,anecdotes/miscellaneous,positive,"['I', 'have', 'enjoyed', 'everything', 'I', 'have', 'ever', 'gotten', 'and', 'the', 'fish', 'is', 'so', 'fresh', 'and', 'always', 'prepared', 'in', 'a', 'great', 'way.']"
I particularly love their yellowfun tuna and their mussel selection.,food,positive,"['I', 'particularly', 'love', 'their', 'yellowfun', 'tuna', 'and', 'their', 'mussel', 'selection.']"
I love to visit Murrays for my bagel fix.,anecdotes/miscellaneous,positive,"['I', 'love', 'to', 'visit', 'Murrays', 'for', 'my', 'bagel', 'fix.']"
"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",ambience,positive,"['We', 'made', 'early', 'dinner', 'reservations', 'and', 'were', 'thoroughly', 'impressed,', 'reminds', 'me', 'of', 'my', 'grandfather,', 'its', 'old', 'school', 'Italian', 'scenery', 'with', 'lots', 'of', 'fun', 'stuff', 'to', 'admire.']"
Recommended.,anecdotes/miscellaneous,positive,['Recommended.']
The place was nice and calm.,ambience,positive,"['The', 'place', 'was', 'nice', 'and', 'calm.']"
Cheese plate is a varied delight and great bargain at $10.,food,positive,"['Cheese', 'plate', 'is', 'a', 'varied', 'delight', 'and', 'great', 'bargain', 'at', '$10.']"
Cheese plate is a varied delight and great bargain at $10.,price,positive,"['Cheese', 'plate', 'is', 'a', 'varied', 'delight', 'and', 'great', 'bargain', 'at', '$10.']"
I could have drank 4 glasses of water and still been parched - so watch out.,food,negative,"['I', 'could', 'have', 'drank', '4', 'glasses', 'of', 'water', 'and', 'still', 'been', 'parched', '-', 'so', 'watch', 'out.']"
"When we sat, we got great and fast service.",service,positive,"['When', 'we', 'sat,', 'we', 'got', 'great', 'and', 'fast', 'service.']"
"Most of the servers are very attentive, friendly and quite attractive.",service,positive,"['Most', 'of', 'the', 'servers', 'are', 'very', 'attentive,', 'friendly', 'and', 'quite', 'attractive.']"
I think locals rate this place so high.,anecdotes/miscellaneous,neutral,"['I', 'think', 'locals', 'rate', 'this', 'place', 'so', 'high.']"
Service is average.,service,neutral,"['Service', 'is', 'average.']"
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,food,positive,"['But', ""they've"", 'done', 'a', 'really', 'nice', 'job', 'of', 'offering', 'all', 'the', 'typical', 'pizzeria', 'faves', 'plus', 'some', 'terrific', 'specials', 'like', 'the', 'Godmother', 'pizza', '(a', 'sort', 'of', 'traditional', 'flat', 'pizza', 'with', 'an', 'olive', 'oil-brushed', 'crust', 'and', 'less', 'tomato', 'sauce', 'than', 'usual).']"
Go girls!!!,anecdotes/miscellaneous,positive,"['Go', 'girls!!!']"
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",service,negative,"['They', 'forgot', 'a', 'sandwich,', ""didn't"", 'include', 'plastic', 'forks,', 'and', ""didn't"", 'include', 'pita', 'with', 'the', 'hummus', 'platter.']"
"The steak is good, the fish is good and the sushi was surprisingly great.",food,positive,"['The', 'steak', 'is', 'good,', 'the', 'fish', 'is', 'good', 'and', 'the', 'sushi', 'was', 'surprisingly', 'great.']"
"For asian fusion, there are many places further downtown.",anecdotes/miscellaneous,neutral,"['For', 'asian', 'fusion,', 'there', 'are', 'many', 'places', 'further', 'downtown.']"
Old school meets New world.,anecdotes/miscellaneous,neutral,"['Old', 'school', 'meets', 'New', 'world.']"
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,anecdotes/miscellaneous,positive,"['I', 'am', 'reluctant', 'to', 'write', 'because', 'I', 'would', 'not', 'want', 'my', 'jem', 'of', 'a', 'pizza', 'place', 'to', 'become', 'overcrowded.']"
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative,"['The', 'service', 'was', 'poor,', 'restaurant', 'poorly', 'lit,', 'staff', 'not', 'very', 'attentive', 'and', 'I', 'would', 'have', 'rather', 'eaten', 'at', 'a', ""Mcdonald's"", 'than', 'this', 'joint.']"
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",ambience,negative,"['The', 'service', 'was', 'poor,', 'restaurant', 'poorly', 'lit,', 'staff', 'not', 'very', 'attentive', 'and', 'I', 'would', 'have', 'rather', 'eaten', 'at', 'a', ""Mcdonald's"", 'than', 'this', 'joint.']"
This is probably one of my new favorite places.,anecdotes/miscellaneous,positive,"['This', 'is', 'probably', 'one', 'of', 'my', 'new', 'favorite', 'places.']"
"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",anecdotes/miscellaneous,negative,"['For', 'being', 'number', '1,', 'this', 'place', 'has', 'alot', 'of', 'work', 'to', 'do', 'in', 'order', 'to', 'truly', 'earn', 'its', 'so', 'called', 'reputation.']"
"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",anecdotes/miscellaneous,neutral,"['For', 'myself', 'and', 'family', 'we', 'would', 'only', 'go', 'here', 'to', 'celebrate', 'an', 'occassion,', 'I', 'do', 'prefer', 'smaller,', 'quiter', 'restaurants.']"
"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",ambience,neutral,"['For', 'myself', 'and', 'family', 'we', 'would', 'only', 'go', 'here', 'to', 'celebrate', 'an', 'occassion,', 'I', 'do', 'prefer', 'smaller,', 'quiter', 'restaurants.']"
The one on the east side is much better than the one on the west side.,anecdotes/miscellaneous,neutral,"['The', 'one', 'on', 'the', 'east', 'side', 'is', 'much', 'better', 'than', 'the', 'one', 'on', 'the', 'west', 'side.']"
They all know you.,service,positive,"['They', 'all', 'know', 'you.']"
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",food,positive,"['My', 'GF', 'and', 'I', 'still', 'choose', 'to', 'eat', 'there', 'a', 'lot', 'because', 'of', 'diverse', 'cocktails,', 'the', 'chill', 'decor,', 'and', 'the', 'decent', 'sushi.']"
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",ambience,positive,"['My', 'GF', 'and', 'I', 'still', 'choose', 'to', 'eat', 'there', 'a', 'lot', 'because', 'of', 'diverse', 'cocktails,', 'the', 'chill', 'decor,', 'and', 'the', 'decent', 'sushi.']"
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,food,positive,"['We', 'ended', 'the', 'dinner', 'with', 'a', 'surprisingly', 'light', 'and', 'flaky', 'apple', 'tarte', 'tatin.']"
The buffet had a nice selection.,food,positive,"['The', 'buffet', 'had', 'a', 'nice', 'selection.']"
Waitstaff are very friendly.,service,positive,"['Waitstaff', 'are', 'very', 'friendly.']"
This restaurant is such a great place.,anecdotes/miscellaneous,positive,"['This', 'restaurant', 'is', 'such', 'a', 'great', 'place.']"
"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",ambience,neutral,"['Once', 'you', 'step', 'into', 'Cosette,', ""you're"", 'miraculously', 'in', 'a', 'small,', 'off-the-beaten', 'path', 'Parisian', 'bistro.']"
I've been several times and am totally smitten.,anecdotes/miscellaneous,positive,"[""I've"", 'been', 'several', 'times', 'and', 'am', 'totally', 'smitten.']"
Terrible experience.,anecdotes/miscellaneous,negative,"['Terrible', 'experience.']"
I love the place.,anecdotes/miscellaneous,positive,"['I', 'love', 'the', 'place.']"
Service was slow had to wait to order and get food although not crowded.,service,negative,"['Service', 'was', 'slow', 'had', 'to', 'wait', 'to', 'order', 'and', 'get', 'food', 'although', 'not', 'crowded.']"
Will have to return to try the chocolate!,anecdotes/miscellaneous,neutral,"['Will', 'have', 'to', 'return', 'to', 'try', 'the', 'chocolate!']"
"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",price,positive,"[""It's"", 'only', '$1.95', 'for', 'a', 'regular', 'slice', 'and', '$4.00', 'for', 'a', 'slice', 'with', 'a', 'mushroom,', 'not', 'mushrooms.']"
There is a real gallery of stars that have visited.,ambience,neutral,"['There', 'is', 'a', 'real', 'gallery', 'of', 'stars', 'that', 'have', 'visited.']"
"The food was below average, the service was pathetic, there was no ambience at all.",food,negative,"['The', 'food', 'was', 'below', 'average,', 'the', 'service', 'was', 'pathetic,', 'there', 'was', 'no', 'ambience', 'at', 'all.']"
"The food was below average, the service was pathetic, there was no ambience at all.",service,negative,"['The', 'food', 'was', 'below', 'average,', 'the', 'service', 'was', 'pathetic,', 'there', 'was', 'no', 'ambience', 'at', 'all.']"
"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative,"['The', 'food', 'was', 'below', 'average,', 'the', 'service', 'was', 'pathetic,', 'there', 'was', 'no', 'ambience', 'at', 'all.']"
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ambience,positive,"['I', 'REALLY', 'ENJOYED', 'THE', 'SHOWS', 'PUT', 'ON', 'BY', 'THE', 'ACTORS.']"
Our first time in New York and we had to try a New York Bagel.,anecdotes/miscellaneous,neutral,"['Our', 'first', 'time', 'in', 'New', 'York', 'and', 'we', 'had', 'to', 'try', 'a', 'New', 'York', 'Bagel.']"
service was efficient courteous.,service,positive,"['service', 'was', 'efficient', 'courteous.']"
this one is definintely my least favorite.,anecdotes/miscellaneous,negative,"['this', 'one', 'is', 'definintely', 'my', 'least', 'favorite.']"
I have been urged by friends for months to check out the mermaid inn.,anecdotes/miscellaneous,neutral,"['I', 'have', 'been', 'urged', 'by', 'friends', 'for', 'months', 'to', 'check', 'out', 'the', 'mermaid', 'inn.']"
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,food,negative,"['The', 'miso', 'soup', 'lacked', 'flavor', 'and', 'the', 'fish', 'was', 'unfortunately', 'not', 'as', 'well', 'prepared', 'as', 'in', 'the', 'past.']"
"Everytime my husband and I go there, we are never disappointed.",anecdotes/miscellaneous,positive,"['Everytime', 'my', 'husband', 'and', 'I', 'go', 'there,', 'we', 'are', 'never', 'disappointed.']"
They are the best bagels I've had.,food,positive,"['They', 'are', 'the', 'best', 'bagels', ""I've"", 'had.']"
We were not disappointed.,anecdotes/miscellaneous,positive,"['We', 'were', 'not', 'disappointed.']"
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,anecdotes/miscellaneous,neutral,"[""I've"", 'read', 'some', 'of', 'the', 'previews', 'reviews', '-', 'people', 'are', 'either', 'not', 'New', 'Yorkers', 'or', 'have', 'more', 'appreciation', 'for', 'ambience', 'then', 'food.']"
"Toons has recently been redone, so it's now a very attractive space.",ambience,positive,"['Toons', 'has', 'recently', 'been', 'redone,', 'so', ""it's"", 'now', 'a', 'very', 'attractive', 'space.']"
"$160 for 2 filets, 2 sides, an appetizer and drinks.",food,neutral,"['$160', 'for', '2', 'filets,', '2', 'sides,', 'an', 'appetizer', 'and', 'drinks.']"
"$160 for 2 filets, 2 sides, an appetizer and drinks.",price,neutral,"['$160', 'for', '2', 'filets,', '2', 'sides,', 'an', 'appetizer', 'and', 'drinks.']"
"While the prices are nothing special, the portions are huge.",price,positive,"['While', 'the', 'prices', 'are', 'nothing', 'special,', 'the', 'portions', 'are', 'huge.']"
"While the prices are nothing special, the portions are huge.",food,positive,"['While', 'the', 'prices', 'are', 'nothing', 'special,', 'the', 'portions', 'are', 'huge.']"
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",ambience,positive,"['Its', 'a', 'nice', 'quiet', 'location', 'to', 'go', 'eat', 'a', 'good', 'meal,', 'relax,', 'be', 'able', 'to', 'talk', 'and', 'have', 'a', 'very', 'good', 'time.']"
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",food,positive,"['Its', 'a', 'nice', 'quiet', 'location', 'to', 'go', 'eat', 'a', 'good', 'meal,', 'relax,', 'be', 'able', 'to', 'talk', 'and', 'have', 'a', 'very', 'good', 'time.']"
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",anecdotes/miscellaneous,negative,"['We', 'arrived', 'for', 'dinner', 'expecting', 'to', 'be', 'impressed', 'by', 'a', 'place', 'that', 'has', 'an', 'impressive', 'past', '-', 'but,', ""that's"", 'just', 'it', '--', 'the', 'PAST!']"
"However, I think this place is a good hang out spot.",ambience,positive,"['However,', 'I', 'think', 'this', 'place', 'is', 'a', 'good', 'hang', 'out', 'spot.']"
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",price,negative,"['The', 'menu', 'is', 'Prix', 'Fixe,', 'so', 'be', 'prepared', 'to', 'spend', 'at', 'least', '$60', 'per', 'person,', 'but', 'it', 'is', 'Well', 'worth', 'itsuperb', 'food.']"
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive,"['The', 'menu', 'is', 'Prix', 'Fixe,', 'so', 'be', 'prepared', 'to', 'spend', 'at', 'least', '$60', 'per', 'person,', 'but', 'it', 'is', 'Well', 'worth', 'itsuperb', 'food.']"
"Rao is a good restaurant, but it's nothing special.",anecdotes/miscellaneous,neutral,"['Rao', 'is', 'a', 'good', 'restaurant,', 'but', ""it's"", 'nothing', 'special.']"
The wine list is extensive and impressive.,food,positive,"['The', 'wine', 'list', 'is', 'extensive', 'and', 'impressive.']"
We had the most wonderful waitress.,service,positive,"['We', 'had', 'the', 'most', 'wonderful', 'waitress.']"
"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",service,conflict,"['While', 'the', 'staff', 'at', 'this', 'little', 'bistro', 'is', 'very', 'friendly,', 'I', 'have', 'never', 'experienced', 'more', 'incompetency.']"
The quail was fantastic and unique and the pastas were full of flavor.,food,positive,"['The', 'quail', 'was', 'fantastic', 'and', 'unique', 'and', 'the', 'pastas', 'were', 'full', 'of', 'flavor.']"
"When we left at 8:00 PM, it was packed and noisy.",anecdotes/miscellaneous,neutral,"['When', 'we', 'left', 'at', '8:00', 'PM,', 'it', 'was', 'packed', 'and', 'noisy.']"
"When we left at 8:00 PM, it was packed and noisy.",ambience,negative,"['When', 'we', 'left', 'at', '8:00', 'PM,', 'it', 'was', 'packed', 'and', 'noisy.']"
"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.",anecdotes/miscellaneous,neutral,"['Okay,', 'so', 'I', 'never', 'write', 'but', 'there', ""doesn't"", 'seem', 'to', 'fair', 'balance', 'of', 'positive', 'to', 'negative', 'reviews', 'concerning', 'Green', 'Bo', 'and', ""it's"", 'time', 'to', 'speak', 'up', '-', 'I', 'live', 'in', 'Chinatown.']"
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,food,positive,"['The', 'zucchini', 'and', 'mashed', 'potatoes', 'are', 'a', 'blend', 'of', 'garlic', 'and', 'butter', 'which', 'simply', 'melts', 'in', 'your', 'mouth.']"
The staff is courteous and friendly.,service,positive,"['The', 'staff', 'is', 'courteous', 'and', 'friendly.']"
Never fails to please.,anecdotes/miscellaneous,positive,"['Never', 'fails', 'to', 'please.']"
Decor is nice though service can be spotty.,service,positive,"['Decor', 'is', 'nice', 'though', 'service', 'can', 'be', 'spotty.']"
Decor is nice though service can be spotty.,ambience,positive,"['Decor', 'is', 'nice', 'though', 'service', 'can', 'be', 'spotty.']"
"Aside from the rushed service, we were very impressed with the food and the drinks.",food,positive,"['Aside', 'from', 'the', 'rushed', 'service,', 'we', 'were', 'very', 'impressed', 'with', 'the', 'food', 'and', 'the', 'drinks.']"
"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative,"['Aside', 'from', 'the', 'rushed', 'service,', 'we', 'were', 'very', 'impressed', 'with', 'the', 'food', 'and', 'the', 'drinks.']"
Will absolutely visit again.,anecdotes/miscellaneous,positive,"['Will', 'absolutely', 'visit', 'again.']"
Make sure you have the Spicy Scallop roll.. .,food,positive,"['Make', 'sure', 'you', 'have', 'the', 'Spicy', 'Scallop', 'roll..', '.']"
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,anecdotes/miscellaneous,positive,"['I', 'would', 'highly', 'recommend', 'this', 'place', 'to', 'anyone', 'who', 'is', 'looking', 'for', 'a', 'fine', 'Indian', 'dining', 'experience', 'that', 'is', 'definitely', 'a', 'value', 'for', 'your', 'dollar.']"
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,price,positive,"['I', 'would', 'highly', 'recommend', 'this', 'place', 'to', 'anyone', 'who', 'is', 'looking', 'for', 'a', 'fine', 'Indian', 'dining', 'experience', 'that', 'is', 'definitely', 'a', 'value', 'for', 'your', 'dollar.']"
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,food,positive,"['I', 'would', 'highly', 'recommend', 'this', 'place', 'to', 'anyone', 'who', 'is', 'looking', 'for', 'a', 'fine', 'Indian', 'dining', 'experience', 'that', 'is', 'definitely', 'a', 'value', 'for', 'your', 'dollar.']"
And even with it's Pub atmosphere they were great to my kids too!,ambience,conflict,"['And', 'even', 'with', ""it's"", 'Pub', 'atmosphere', 'they', 'were', 'great', 'to', 'my', 'kids', 'too!']"
This big draw is the all you can sushi here for $19.95!,price,positive,"['This', 'big', 'draw', 'is', 'the', 'all', 'you', 'can', 'sushi', 'here', 'for', '$19.95!']"
I consider the best Grand Sichuan restaurant in NYC.,anecdotes/miscellaneous,positive,"['I', 'consider', 'the', 'best', 'Grand', 'Sichuan', 'restaurant', 'in', 'NYC.']"
we spent 50 $$ definetly will come back with my friends!!!,anecdotes/miscellaneous,positive,"['we', 'spent', '50', '$$', 'definetly', 'will', 'come', 'back', 'with', 'my', 'friends!!!']"
we spent 50 $$ definetly will come back with my friends!!!,price,positive,"['we', 'spent', '50', '$$', 'definetly', 'will', 'come', 'back', 'with', 'my', 'friends!!!']"
Went to Village last night for my birthday.,anecdotes/miscellaneous,neutral,"['Went', 'to', 'Village', 'last', 'night', 'for', 'my', 'birthday.']"
"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",service,negative,"['Some', 'of', 'the', 'workers', 'ignore', 'me', 'and', 'talk', 'to', 'the', 'female', 'customers,', 'other', 'times,', ""they've"", 'skipped', 'my', 'order.']"
The specials are usually quite good too.,food,positive,"['The', 'specials', 'are', 'usually', 'quite', 'good', 'too.']"
They've the best desserts and mixed drinks as well as snack foods.,food,positive,"[""They've"", 'the', 'best', 'desserts', 'and', 'mixed', 'drinks', 'as', 'well', 'as', 'snack', 'foods.']"
Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,food,positive,"['Try', 'the', 'chocolate', 'mud', 'cake', '(warmed)', 'with', '2', 'scoops', 'of', 'dulce', 'de', 'leche', 'gelato.']"
That's good and bad.,anecdotes/miscellaneous,conflict,"[""That's"", 'good', 'and', 'bad.']"
Really cool stauff inside.,ambience,positive,"['Really', 'cool', 'stauff', 'inside.']"
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",anecdotes/miscellaneous,neutral,"['While', 'the', 'new', 'restaurant', 'still', 'features', 'much', 'of', 'the', 'same', 'classical', 'furniture', 'that', 'made', 'Tiffin', 'so', 'attractive,', 'the', 'menu', 'has', 'been', 'overhauled.']"
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",ambience,positive,"['While', 'the', 'new', 'restaurant', 'still', 'features', 'much', 'of', 'the', 'same', 'classical', 'furniture', 'that', 'made', 'Tiffin', 'so', 'attractive,', 'the', 'menu', 'has', 'been', 'overhauled.']"
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",food,negative,"['While', 'the', 'new', 'restaurant', 'still', 'features', 'much', 'of', 'the', 'same', 'classical', 'furniture', 'that', 'made', 'Tiffin', 'so', 'attractive,', 'the', 'menu', 'has', 'been', 'overhauled.']"
The best burger I have had in the Village.,food,positive,"['The', 'best', 'burger', 'I', 'have', 'had', 'in', 'the', 'Village.']"
We visited Orsay during NY Restaurant Week and tried their $35 menu.,anecdotes/miscellaneous,neutral,"['We', 'visited', 'Orsay', 'during', 'NY', 'Restaurant', 'Week', 'and', 'tried', 'their', '$35', 'menu.']"
I would have gotten some cole slaw and a knish if my stomach had more space.,food,positive,"['I', 'would', 'have', 'gotten', 'some', 'cole', 'slaw', 'and', 'a', 'knish', 'if', 'my', 'stomach', 'had', 'more', 'space.']"
"came here for restaurant week, didn't save much, but it was still great.",anecdotes/miscellaneous,conflict,"['came', 'here', 'for', 'restaurant', 'week,', ""didn't"", 'save', 'much,', 'but', 'it', 'was', 'still', 'great.']"
"came here for restaurant week, didn't save much, but it was still great.",price,conflict,"['came', 'here', 'for', 'restaurant', 'week,', ""didn't"", 'save', 'much,', 'but', 'it', 'was', 'still', 'great.']"
Would NEVER go back there.,anecdotes/miscellaneous,negative,"['Would', 'NEVER', 'go', 'back', 'there.']"
Three of us arrived for dinner about 5:30 on a week night without reservations.,anecdotes/miscellaneous,neutral,"['Three', 'of', 'us', 'arrived', 'for', 'dinner', 'about', '5:30', 'on', 'a', 'week', 'night', 'without', 'reservations.']"
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",food,positive,"['The', 'blond', 'wood', 'decor', 'is', 'very', 'soothing,', 'the', 'premium', 'sake', 'is', 'excellent', 'and', 'the', 'service', 'is', 'great.']"
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,positive,"['The', 'blond', 'wood', 'decor', 'is', 'very', 'soothing,', 'the', 'premium', 'sake', 'is', 'excellent', 'and', 'the', 'service', 'is', 'great.']"
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",ambience,positive,"['The', 'blond', 'wood', 'decor', 'is', 'very', 'soothing,', 'the', 'premium', 'sake', 'is', 'excellent', 'and', 'the', 'service', 'is', 'great.']"
There is usually a wait but it is well worth it.,anecdotes/miscellaneous,conflict,"['There', 'is', 'usually', 'a', 'wait', 'but', 'it', 'is', 'well', 'worth', 'it.']"
"Be careful, when they say spicy, they mean it!",anecdotes/miscellaneous,neutral,"['Be', 'careful,', 'when', 'they', 'say', 'spicy,', 'they', 'mean', 'it!']"
Your money could easily be better spent elsewhere (Anywhere).,anecdotes/miscellaneous,negative,"['Your', 'money', 'could', 'easily', 'be', 'better', 'spent', 'elsewhere', '(Anywhere).']"
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",service,negative,"['Only', 'drawback', '-', 'they', ""won't"", 'toast', 'your', 'bagel,', 'and', 'they', ""don't"", 'make', 'eggs', 'for', 'the', 'bagel.']"
As always we had a great glass of wine while we waited.,food,positive,"['As', 'always', 'we', 'had', 'a', 'great', 'glass', 'of', 'wine', 'while', 'we', 'waited.']"
Bring your appetites.,anecdotes/miscellaneous,neutral,"['Bring', 'your', 'appetites.']"
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",service,positive,"['The', 'wait', 'staff', 'is', 'pleasant,', 'fun,', 'and', 'for', 'the', 'most', 'part', 'gorgeous', '(in', 'the', 'wonderful', 'aesthetic', 'beautification', 'way,', 'not', 'in', 'that', ""she's-way-cuter-than-me-that-b@#$*"", 'way).']"
